Ticker,Ticker2,Correlation,,,,,,,,,,
HDFCBANK,TATAMOTORS,6.13%,,,,,,,,,,
HDFCLIFE,TATAMOTORS,6.20%,,,,,,,,,,
HEROMOTOCO,TATAMOTORS,82.87%,,,,,,,,,,
HINDALCO,TATAMOTORS,63.85%,,,,,,,,,,
HINDUNILVR,TATAMOTORS,13.74%,,,,,,,,,,
ICICIBANK,TATAMOTORS,66.64%,,,,,,,,,,
INDUSINDBK,TATAMOTORS,-0.77%,,,,,,,,,,
INFY,TATAMOTORS,47.05%,,,,,,,,,,
ITC,TATAMOTORS,20.35%,,,,,,,,,,
JSWSTEEL,TATAMOTORS,56.40%,,,,,,,,,,
KOTAKBANK,TATAMOTORS,-1.51%,,,,,,,,,,
LT,TATAMOTORS,78.01%,,,,,,,,,,
M&M,TATAMOTORS,63.80%,,,,,,,,,,
MARUTI,TATAMOTORS,82.13%,,,,,,,,,,
NESTLEIND,TATAMOTORS,46.76%,,,,,,,,,,
NTPC,TATAMOTORS,80.45%,,,,,,,,,,
ONGC,TATAMOTORS,94.26%,,,,,,,,,,
POWERGRID,TATAMOTORS,83.99%,,,,,,,,,,
RELIANCE,TATAMOTORS,93.73%,,,,,,,,,,
SBILIFE,TATAMOTORS,62.32%,,,,,,,,,,
SBIN,TATAMOTORS,84.13%,,,,,,,,,,
SHRIRAMFIN,TATAMOTORS,65.29%,,,,,,,,,,
SUNPHARMA,TATAMOTORS,72.72%,,,,,,,,,,
TATACONSUM,TATAMOTORS,88.60%,,,,,,,,,,
TATAMOTORS,TATAMOTORS,100.00%,,,,,,,,,,
TATASTEEL,TATAMOTORS,79.98%,,,,,,,,,,
TCS,TATAMOTORS,79.00%,,,,,,,,,,
TECHM,TATAMOTORS,46.63%,,,,,,,,,,
TITAN,TATAMOTORS,30.05%,,,,,,,,,,
TRENT,TATAMOTORS,62.55%,,,,,,,,,,
ULTRACEMCO,TATAMOTORS,69.63%,,,,,,,,,,
WIPRO,TATAMOTORS,65.11%,,,,,,,,,,
ADANIENT,TATASTEEL,73.20%,,,,,,,,,,
ADANIPORTS,TATASTEEL,83.43%,,,,,,,,,,
APOLLOHOSP,TATASTEEL,52.09%,,,,,,,,,,
ASIANPAINT,TATASTEEL,-35.74%,,,,,,,,,,
AXISBANK,TATASTEEL,70.97%,,,,,,,,,,
BAJAJ-AUTO,TATASTEEL,74.55%,,,,,,,,,,
BAJAJFINSV,TATASTEEL,6.64%,,,,,,,,,,
BAJFINANCE,TATASTEEL,-33.69%,,,,,,,,,,
BEL,TATASTEEL,81.17%,,,,,,,,,,
BHARTIARTL,TATASTEEL,67.36%,,,,,,,,,,
BPCL,TATASTEEL,76.77%,,,,,,,,,,
BRITANNIA,TATASTEEL,51.15%,,,,,,,,,,
CIPLA,TATASTEEL,69.81%,,,,,,,,,,
COALINDIA,TATASTEEL,82.04%,,,,,,,,,,
DRREDDY,TATASTEEL,54.66%,,,,,,,,,,
EICHERMOT,TATASTEEL,76.34%,,,,,,,,,,
GRASIM,TATASTEEL,71.97%,,,,,,,,,,
HCLTECH,TATASTEEL,25.39%,,,,,,,,,,
HDFCBANK,TATASTEEL,19.95%,,,,,,,,,,
HDFCLIFE,TATASTEEL,-13.54%,,,,,,,,,,
HEROMOTOCO,TATASTEEL,80.65%,,,,,,,,,,
HINDALCO,TATASTEEL,77.48%,,,,,,,,,,
HINDUNILVR,TATASTEEL,-0.60%,,,,,,,,,,
ICICIBANK,TATASTEEL,67.25%,,,,,,,,,,
INDUSINDBK,TATASTEEL,-6.61%,,,,,,,,,,
INFY,TATASTEEL,20.58%,,,,,,,,,,
ITC,TATASTEEL,4.68%,,,,,,,,,,
JSWSTEEL,TATASTEEL,68.57%,,,,,,,,,,
KOTAKBANK,TATASTEEL,-7.56%,,,,,,,,,,
LT,TATASTEEL,71.22%,,,,,,,,,,
M&M,TATASTEEL,73.56%,,,,,,,,,,
MARUTI,TATASTEEL,87.57%,,,,,,,,,,
NESTLEIND,TATASTEEL,34.69%,,,,,,,,,,
NTPC,TATASTEEL,73.96%,,,,,,,,,,
ONGC,TATASTEEL,73.77%,,,,,,,,,,
POWERGRID,TATASTEEL,81.00%,,,,,,,,,,
RELIANCE,TATASTEEL,80.26%,,,,,,,,,,
SBILIFE,TATASTEEL,36.47%,,,,,,,,,,
SBIN,TATASTEEL,87.72%,,,,,,,,,,
SHRIRAMFIN,TATASTEEL,57.13%,,,,,,,,,,
SUNPHARMA,TATASTEEL,58.89%,,,,,,,,,,
TATACONSUM,TATASTEEL,60.35%,,,,,,,,,,
TATAMOTORS,TATASTEEL,79.98%,,,,,,,,,,
TATASTEEL,TATASTEEL,100.00%,,,,,,,,,,
TCS,TATASTEEL,49.12%,,,,,,,,,,
TECHM,TATASTEEL,37.77%,,,,,,,,,,
TITAN,TATASTEEL,5.39%,,,,,,,,,,
TRENT,TATASTEEL,58.55%,,,,,,,,,,
ULTRACEMCO,TATASTEEL,63.44%,,,,,,,,,,
WIPRO,TATASTEEL,52.25%,,,,,,,,,,
ADANIENT,TCS,60.14%,,,,,,,,,,
ADANIPORTS,TCS,81.75%,,,,,,,,,,
APOLLOHOSP,TCS,86.19%,,,,,,,,,,
ASIANPAINT,TCS,-3.84%,,,,,,,,,,
AXISBANK,TCS,59.65%,,,,,,,,,,
BAJAJ-AUTO,TCS,82.26%,,,,,,,,,,
BAJAJFINSV,TCS,41.66%,,,,,,,,,,
BAJFINANCE,TCS,-41.59%,,,,,,,,,,
BEL,TCS,72.34%,,,,,,,,,,
BHARTIARTL,TCS,76.66%,,,,,,,,,,
BPCL,TCS,86.04%,,,,,,,,,,
BRITANNIA,TCS,75.26%,,,,,,,,,,
CIPLA,TCS,86.07%,,,,,,,,,,
COALINDIA,TCS,81.96%,,,,,,,,,,
DRREDDY,TCS,90.64%,,,,,,,,,,
EICHERMOT,TCS,67.01%,,,,,,,,,,
GRASIM,TCS,79.60%,,,,,,,,,,
HCLTECH,TCS,82.66%,,,,,,,,,,
HDFCBANK,TCS,33.41%,,,,,,,,,,
HDFCLIFE,TCS,46.82%,,,,,,,,,,
HEROMOTOCO,TCS,79.69%,,,,,,,,,,
HINDALCO,TCS,63.93%,,,,,,,,,,
HINDUNILVR,TCS,48.19%,,,,,,,,,,
ICICIBANK,TCS,78.15%,,,,,,,,,,
INDUSINDBK,TCS,-28.91%,,,,,,,,,,
INFY,TCS,86.41%,,,,,,,,,,
ITC,TCS,56.30%,,,,,,,,,,
JSWSTEEL,TCS,68.64%,,,,,,,,,,
KOTAKBANK,TCS,21.43%,,,,,,,,,,
LT,TCS,70.17%,,,,,,,,,,
M&M,TCS,68.93%,,,,,,,,,,
MARUTI,TCS,57.37%,,,,,,,,,,
NESTLEIND,TCS,28.99%,,,,,,,,,,
NTPC,TCS,84.54%,,,,,,,,,,
ONGC,TCS,86.24%,,,,,,,,,,
POWERGRID,TCS,81.15%,,,,,,,,,,
RELIANCE,TCS,71.92%,,,,,,,,,,
SBILIFE,TCS,85.98%,,,,,,,,,,
SBIN,TCS,72.25%,,,,,,,,,,
SHRIRAMFIN,TCS,81.93%,,,,,,,,,,
SUNPHARMA,TCS,86.86%,,,,,,,,,,
TATACONSUM,TCS,79.31%,,,,,,,,,,
TATAMOTORS,TCS,79.00%,,,,,,,,,,
TATASTEEL,TCS,49.12%,,,,,,,,,,
TCS,TCS,100.00%,,,,,,,,,,
TECHM,TCS,79.18%,,,,,,,,,,
TITAN,TCS,31.67%,,,,,,,,,,
TRENT,TCS,79.63%,,,,,,,,,,
ULTRACEMCO,TCS,81.19%,,,,,,,,,,
WIPRO,TCS,85.76%,,,,,,,,,,
ADANIENT,TECHM,30.62%,,,,,,,,,,
ADANIPORTS,TECHM,65.93%,,,,,,,,,,
APOLLOHOSP,TECHM,84.99%,,,,,,,,,,
ASIANPAINT,TECHM,-3.09%,,,,,,,,,,
AXISBANK,TECHM,68.15%,,,,,,,,,,
BAJAJ-AUTO,TECHM,80.18%,,,,,,,,,,
BAJAJFINSV,TECHM,56.48%,,,,,,,,,,
BAJFINANCE,TECHM,-21.90%,,,,,,,,,,
BEL,TECHM,77.70%,,,,,,,,,,
BHARTIARTL,TECHM,89.63%,,,,,,,,,,
BPCL,TECHM,69.75%,,,,,,,,,,
BRITANNIA,TECHM,84.10%,,,,,,,,,,
CIPLA,TECHM,79.12%,,,,,,,,,,
COALINDIA,TECHM,65.98%,,,,,,,,,,
DRREDDY,TECHM,78.36%,,,,,,,,,,
EICHERMOT,TECHM,76.66%,,,,,,,,,,
GRASIM,TECHM,85.79%,,,,,,,,,,
HCLTECH,TECHM,85.24%,,,,,,,,,,
HDFCBANK,TECHM,69.13%,,,,,,,,,,
HDFCLIFE,TECHM,68.83%,,,,,,,,,,
HEROMOTOCO,TECHM,73.32%,,,,,,,,,,
HINDALCO,TECHM,77.15%,,,,,,,,,,
HINDUNILVR,TECHM,63.13%,,,,,,,,,,
ICICIBANK,TECHM,88.65%,,,,,,,,,,
INDUSINDBK,TECHM,-63.74%,,,,,,,,,,
INFY,TECHM,92.07%,,,,,,,,,,
ITC,TECHM,75.63%,,,,,,,,,,
JSWSTEEL,TECHM,85.80%,,,,,,,,,,
KOTAKBANK,TECHM,29.88%,,,,,,,,,,
LT,TECHM,52.24%,,,,,,,,,,
M&M,TECHM,84.55%,,,,,,,,,,
MARUTI,TECHM,42.30%,,,,,,,,,,
NESTLEIND,TECHM,-5.84%,,,,,,,,,,
NTPC,TECHM,82.75%,,,,,,,,,,
ONGC,TECHM,65.39%,,,,,,,,,,
POWERGRID,TECHM,77.97%,,,,,,,,,,
RELIANCE,TECHM,39.06%,,,,,,,,,,
SBILIFE,TECHM,83.30%,,,,,,,,,,
SBIN,TECHM,64.48%,,,,,,,,,,
SHRIRAMFIN,TECHM,91.44%,,,,,,,,,,
SUNPHARMA,TECHM,86.79%,,,,,,,,,,
TATACONSUM,TECHM,41.86%,,,,,,,,,,
TATAMOTORS,TECHM,46.63%,,,,,,,,,,
TATASTEEL,TECHM,37.77%,,,,,,,,,,
TCS,TECHM,79.18%,,,,,,,,,,
TECHM,TECHM,100.00%,,,,,,,,,,
TITAN,TECHM,-2.32%,,,,,,,,,,
TRENT,TECHM,92.79%,,,,,,,,,,
ULTRACEMCO,TECHM,85.37%,,,,,,,,,,
WIPRO,TECHM,84.02%,,,,,,,,,,
ADANIENT,TITAN,45.71%,,,,,,,,,,
ADANIPORTS,TITAN,21.52%,,,,,,,,,,
APOLLOHOSP,TITAN,26.89%,,,,,,,,,,
ASIANPAINT,TITAN,37.09%,,,,,,,,,,
AXISBANK,TITAN,0.26%,,,,,,,,,,
BAJAJ-AUTO,TITAN,19.97%,,,,,,,,,,
BAJAJFINSV,TITAN,35.72%,,,,,,,,,,
BAJFINANCE,TITAN,3.90%,,,,,,,,,,
BEL,TITAN,-9.32%,,,,,,,,,,
BHARTIARTL,TITAN,-0.94%,,,,,,,,,,
BPCL,TITAN,23.51%,,,,,,,,,,
BRITANNIA,TITAN,13.00%,,,,,,,,,,
CIPLA,TITAN,19.30%,,,,,,,,,,
COALINDIA,TITAN,17.48%,,,,,,,,,,
DRREDDY,TITAN,17.19%,,,,,,,,,,
EICHERMOT,TITAN,-11.23%,,,,,,,,,,
GRASIM,TITAN,-3.32%,,,,,,,,,,
HCLTECH,TITAN,30.56%,,,,,,,,,,
HDFCBANK,TITAN,-9.58%,,,,,,,,,,
HDFCLIFE,TITAN,5.11%,,,,,,,,,,
HEROMOTOCO,TITAN,20.03%,,,,,,,,,,
HINDALCO,TITAN,-1.14%,,,,,,,,,,
HINDUNILVR,TITAN,9.26%,,,,,,,,,,
ICICIBANK,TITAN,-3.03%,,,,,,,,,,
INDUSINDBK,TITAN,55.83%,,,,,,,,,,
INFY,TITAN,19.26%,,,,,,,,,,
ITC,TITAN,8.69%,,,,,,,,,,
JSWSTEEL,TITAN,2.57%,,,,,,,,,,
KOTAKBANK,TITAN,38.59%,,,,,,,,,,
LT,TITAN,46.26%,,,,,,,,,,
M&M,TITAN,-15.60%,,,,,,,,,,
MARUTI,TITAN,2.07%,,,,,,,,,,
NESTLEIND,TITAN,64.44%,,,,,,,,,,
NTPC,TITAN,16.43%,,,,,,,,,,
ONGC,TITAN,15.83%,,,,,,,,,,
POWERGRID,TITAN,2.50%,,,,,,,,,,
RELIANCE,TITAN,35.75%,,,,,,,,,,
SBILIFE,TITAN,26.87%,,,,,,,,,,
SBIN,TITAN,-5.38%,,,,,,,,,,
SHRIRAMFIN,TITAN,12.29%,,,,,,,,,,
SUNPHARMA,TITAN,16.05%,,,,,,,,,,
TATACONSUM,TITAN,55.66%,,,,,,,,,,
TATAMOTORS,TITAN,30.05%,,,,,,,,,,
TATASTEEL,TITAN,5.39%,,,,,,,,,,
TCS,TITAN,31.67%,,,,,,,,,,
TECHM,TITAN,-2.32%,,,,,,,,,,
TITAN,TITAN,100.00%,,,,,,,,,,
TRENT,TITAN,1.32%,,,,,,,,,,
ULTRACEMCO,TITAN,15.37%,,,,,,,,,,
WIPRO,TITAN,19.23%,,,,,,,,,,
ADANIENT,TRENT,43.68%,,,,,,,,,,
ADANIPORTS,TRENT,77.94%,,,,,,,,,,
APOLLOHOSP,TRENT,87.76%,,,,,,,,,,
ASIANPAINT,TRENT,-9.31%,,,,,,,,,,
AXISBANK,TRENT,73.55%,,,,,,,,,,
BAJAJ-AUTO,TRENT,93.64%,,,,,,,,,,
BAJAJFINSV,TRENT,57.59%,,,,,,,,,,
BAJFINANCE,TRENT,-26.80%,,,,,,,,,,
BEL,TRENT,86.32%,,,,,,,,,,
BHARTIARTL,TRENT,97.63%,,,,,,,,,,
BPCL,TRENT,83.83%,,,,,,,,,,
BRITANNIA,TRENT,86.75%,,,,,,,,,,
CIPLA,TRENT,89.68%,,,,,,,,,,
COALINDIA,TRENT,80.48%,,,,,,,,,,
DRREDDY,TRENT,82.87%,,,,,,,,,,
EICHERMOT,TRENT,86.47%,,,,,,,,,,
GRASIM,TRENT,92.47%,,,,,,,,,,
HCLTECH,TRENT,79.67%,,,,,,,,,,
HDFCBANK,TRENT,61.58%,,,,,,,,,,
HDFCLIFE,TRENT,58.65%,,,,,,,,,,
HEROMOTOCO,TRENT,84.24%,,,,,,,,,,
HINDALCO,TRENT,87.12%,,,,,,,,,,
HINDUNILVR,TRENT,55.84%,,,,,,,,,,
ICICIBANK,TRENT,94.77%,,,,,,,,,,
INDUSINDBK,TRENT,-55.45%,,,,,,,,,,
INFY,TRENT,82.36%,,,,,,,,,,
ITC,TRENT,67.05%,,,,,,,,,,
JSWSTEEL,TRENT,92.23%,,,,,,,,,,
KOTAKBANK,TRENT,20.87%,,,,,,,,,,
LT,TRENT,59.98%,,,,,,,,,,
M&M,TRENT,92.93%,,,,,,,,,,
MARUTI,TRENT,66.14%,,,,,,,,,,
NESTLEIND,TRENT,8.11%,,,,,,,,,,
NTPC,TRENT,92.53%,,,,,,,,,,
ONGC,TRENT,76.68%,,,,,,,,,,
POWERGRID,TRENT,88.97%,,,,,,,,,,
RELIANCE,TRENT,53.53%,,,,,,,,,,
SBILIFE,TRENT,86.46%,,,,,,,,,,
SBIN,TRENT,78.18%,,,,,,,,,,
SHRIRAMFIN,TRENT,97.13%,,,,,,,,,,
SUNPHARMA,TRENT,94.46%,,,,,,,,,,
TATACONSUM,TRENT,52.87%,,,,,,,,,,
TATAMOTORS,TRENT,62.55%,,,,,,,,,,
TATASTEEL,TRENT,58.55%,,,,,,,,,,
TCS,TRENT,79.63%,,,,,,,,,,
TECHM,TRENT,92.79%,,,,,,,,,,
TITAN,TRENT,1.32%,,,,,,,,,,
TRENT,TRENT,100.00%,,,,,,,,,,
ULTRACEMCO,TRENT,86.62%,,,,,,,,,,
WIPRO,TRENT,81.35%,,,,,,,,,,
ADANIENT,ULTRACEMCO,59.05%,,,,,,,,,,
ADANIPORTS,ULTRACEMCO,85.55%,,,,,,,,,,
APOLLOHOSP,ULTRACEMCO,83.00%,,,,,,,,,,
ASIANPAINT,ULTRACEMCO,1.74%,,,,,,,,,,
AXISBANK,ULTRACEMCO,86.77%,,,,,,,,,,
BAJAJ-AUTO,ULTRACEMCO,86.09%,,,,,,,,,,
BAJAJFINSV,ULTRACEMCO,44.89%,,,,,,,,,,
BAJFINANCE,ULTRACEMCO,-26.12%,,,,,,,,,,
BEL,ULTRACEMCO,89.48%,,,,,,,,,,
BHARTIARTL,ULTRACEMCO,86.93%,,,,,,,,,,
BPCL,ULTRACEMCO,80.53%,,,,,,,,,,
BRITANNIA,ULTRACEMCO,90.38%,,,,,,,,,,
CIPLA,ULTRACEMCO,85.33%,,,,,,,,,,
COALINDIA,ULTRACEMCO,83.32%,,,,,,,,,,
DRREDDY,ULTRACEMCO,83.47%,,,,,,,,,,
EICHERMOT,ULTRACEMCO,84.44%,,,,,,,,,,
GRASIM,ULTRACEMCO,92.10%,,,,,,,,,,
HCLTECH,ULTRACEMCO,72.89%,,,,,,,,,,
HDFCBANK,ULTRACEMCO,65.23%,,,,,,,,,,
HDFCLIFE,ULTRACEMCO,47.61%,,,,,,,,,,
HEROMOTOCO,ULTRACEMCO,90.18%,,,,,,,,,,
HINDALCO,ULTRACEMCO,85.31%,,,,,,,,,,
HINDUNILVR,ULTRACEMCO,58.59%,,,,,,,,,,
ICICIBANK,ULTRACEMCO,88.52%,,,,,,,,,,
INDUSINDBK,ULTRACEMCO,-31.68%,,,,,,,,,,
INFY,ULTRACEMCO,79.68%,,,,,,,,,,
ITC,ULTRACEMCO,63.22%,,,,,,,,,,
JSWSTEEL,ULTRACEMCO,87.74%,,,,,,,,,,
KOTAKBANK,ULTRACEMCO,38.98%,,,,,,,,,,
LT,ULTRACEMCO,74.60%,,,,,,,,,,
M&M,ULTRACEMCO,87.04%,,,,,,,,,,
MARUTI,ULTRACEMCO,58.82%,,,,,,,,,,
NESTLEIND,ULTRACEMCO,32.19%,,,,,,,,,,
NTPC,ULTRACEMCO,90.19%,,,,,,,,,,
ONGC,ULTRACEMCO,79.71%,,,,,,,,,,
POWERGRID,ULTRACEMCO,89.64%,,,,,,,,,,
RELIANCE,ULTRACEMCO,69.01%,,,,,,,,,,
SBILIFE,ULTRACEMCO,80.88%,,,,,,,,,,
SBIN,ULTRACEMCO,78.32%,,,,,,,,,,
SHRIRAMFIN,ULTRACEMCO,88.93%,,,,,,,,,,
SUNPHARMA,ULTRACEMCO,82.14%,,,,,,,,,,
TATACONSUM,ULTRACEMCO,66.93%,,,,,,,,,,
TATAMOTORS,ULTRACEMCO,69.63%,,,,,,,,,,
TATASTEEL,ULTRACEMCO,63.44%,,,,,,,,,,
TCS,ULTRACEMCO,81.19%,,,,,,,,,,
TECHM,ULTRACEMCO,85.37%,,,,,,,,,,
TITAN,ULTRACEMCO,15.37%,,,,,,,,,,
TRENT,ULTRACEMCO,86.62%,,,,,,,,,,
ULTRACEMCO,ULTRACEMCO,100.00%,,,,,,,,,,
WIPRO,ULTRACEMCO,83.47%,,,,,,,,,,
ADANIENT,WIPRO,60.98%,,,,,,,,,,
ADANIPORTS,WIPRO,79.88%,,,,,,,,,,
APOLLOHOSP,WIPRO,90.69%,,,,,,,,,,
ASIANPAINT,WIPRO,-23.09%,,,,,,,,,,
AXISBANK,WIPRO,67.45%,,,,,,,,,,
BAJAJ-AUTO,WIPRO,81.64%,,,,,,,,,,
BAJAJFINSV,WIPRO,38.39%,,,,,,,,,,
BAJFINANCE,WIPRO,-43.48%,,,,,,,,,,
BEL,WIPRO,75.10%,,,,,,,,,,
BHARTIARTL,WIPRO,80.23%,,,,,,,,,,
BPCL,WIPRO,80.72%,,,,,,,,,,
BRITANNIA,WIPRO,70.39%,,,,,,,,,,
CIPLA,WIPRO,83.92%,,,,,,,,,,
COALINDIA,WIPRO,74.59%,,,,,,,,,,
DRREDDY,WIPRO,82.06%,,,,,,,,,,
EICHERMOT,WIPRO,66.36%,,,,,,,,,,
GRASIM,WIPRO,79.56%,,,,,,,,,,
HCLTECH,WIPRO,89.83%,,,,,,,,,,
HDFCBANK,WIPRO,44.42%,,,,,,,,,,
HDFCLIFE,WIPRO,38.84%,,,,,,,,,,
HEROMOTOCO,WIPRO,78.98%,,,,,,,,,,
HINDALCO,WIPRO,67.88%,,,,,,,,,,
HINDUNILVR,WIPRO,33.47%,,,,,,,,,,
ICICIBANK,WIPRO,84.58%,,,,,,,,,,
INDUSINDBK,WIPRO,-45.31%,,,,,,,,,,
INFY,WIPRO,82.81%,,,,,,,,,,
ITC,WIPRO,42.10%,,,,,,,,,,
JSWSTEEL,WIPRO,76.46%,,,,,,,,,,
KOTAKBANK,WIPRO,22.69%,,,,,,,,,,
LT,WIPRO,70.45%,,,,,,,,,,
M&M,WIPRO,73.43%,,,,,,,,,,
MARUTI,WIPRO,47.85%,,,,,,,,,,
NESTLEIND,WIPRO,17.58%,,,,,,,,,,
NTPC,WIPRO,83.87%,,,,,,,,,,
ONGC,WIPRO,74.75%,,,,,,,,,,
POWERGRID,WIPRO,80.84%,,,,,,,,,,
RELIANCE,WIPRO,66.69%,,,,,,,,,,
SBILIFE,WIPRO,71.77%,,,,,,,,,,
SBIN,WIPRO,76.21%,,,,,,,,,,
SHRIRAMFIN,WIPRO,82.65%,,,,,,,,,,
SUNPHARMA,WIPRO,87.35%,,,,,,,,,,
TATACONSUM,WIPRO,64.04%,,,,,,,,,,
TATAMOTORS,WIPRO,65.11%,,,,,,,,,,
TATASTEEL,WIPRO,52.25%,,,,,,,,,,
TCS,WIPRO,85.76%,,,,,,,,,,
TECHM,WIPRO,84.02%,,,,,,,,,,
TITAN,WIPRO,19.23%,,,,,,,,,,
TRENT,WIPRO,81.35%,,,,,,,,,,
ULTRACEMCO,WIPRO,83.47%,,,,,,,,,,
WIPRO,WIPRO,100.00%,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
